projectId,gisTimeId,gisDate,panelIndex,aspect,slope,startX,startY,startZ,endX,endY,endZ,centerX,centerY,centerZ,positionsCount
525,7174,20251009,0,9.462307929992676,0.40142542123794556,-8.393349647521973,6,-4.58950138092041,-8.953507423400879,6,-4.682860851287842,-8.673428535461426,3,-4.636180877685547,0
525,7174,20251009,1,279.4622497558594,0.40142542123794556,-8.953507423400879,6,-4.682860851287842,-10.949728965759277,6,7.294475078582764,-9.951618194580078,3,1.305807113647461,2
525,7174,20251009,2,189.46217346191406,0.40142542123794556,-10.949728965759277,6,7.294475078582764,7.195682525634766,6,10.318710327148438,-1.877023696899414,3,8.80659294128418,10
525,7174,20251009,3,99.46240234375,0.40142542123794556,7.195682525634766,6,10.318710327148438,9.261356353759766,6,-2.0753345489501953,8.228519439697266,3,4.121687889099121,3
525,7174,20251009,4,9.46232795715332,0.40142542123794556,9.261356353759766,6,-2.0753345489501953,-8.323898315429688,6,-5.006209850311279,0.46872901916503906,3,-3.5407721996307373,9
525,7174,20251009,5,279.4622802734375,0.40142542123794556,-8.323898315429688,6,-5.006209850311279,-8.393349647521973,6,-4.58950138092041,-8.358623504638672,3,-4.797855377197266,0
524,4911,20240327,0,327.60015869140625,0.40142542123794556,2.9303853511810303,6,-11.030954360961914,-9.896333694458008,6,-2.8909261226654053,-3.482974052429199,3,-6.960940361022949,3
524,4911,20240327,1,237.60006713867188,0.40142542123794556,-9.896333694458008,6,-2.8909261226654053,1.2691922187805176,6,14.703246116638184,-4.313570499420166,3,5.906160354614258,10
524,4911,20240327,2,147.6002960205078,0.40142542123794556,1.2691922187805176,6,14.703246116638184,14.095911026000977,6,6.5632171630859375,7.682551383972168,3,10.633232116699219,3
524,4911,20240327,3,57.6002197265625,0.40142542123794556,14.095911026000977,6,6.5632171630859375,2.9303853511810303,6,-11.030954360961914,8.513148307800293,3,-2.2338685989379883,10
